"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate"
"32","0.078521","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"73","0.180494","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"87","0.232639","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm","6"
"88","0.232644","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"113","0.285729","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"153","0.385121","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"197","0.437726","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-29 dBm","6"
"215","0.487363","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"248","0.589700","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"291","0.692109","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"440","1.000739","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"483","1.100944","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"541","1.207561","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"592","1.306046","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"656","1.410939","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"719","1.513227","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"761","1.616079","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"818","1.720423","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"937","1.818529","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"1082","1.921927","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"1215","2.025817","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"1409","2.228414","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"1535","2.331291","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"1614","2.435465","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"1671","2.539012","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"1727","2.637160","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"1804","2.740236","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"1878","2.842658","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"1932","2.946816","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"1971","3.027729","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"1972","3.027733","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"1973","3.028911","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"1974","3.030744","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"1982","3.047081","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"2012","3.127039","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"2013","3.127041","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"2015","3.127143","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"2016","3.127145","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"2033","3.150401","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"2070","3.255965","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"2103","3.353386","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"2149","3.460065","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"2196","3.558817","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"2279","3.664150","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"2347","3.764225","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"2406","3.865706","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"2436","3.969040","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"2529","4.173920","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"2569","4.278527","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"2617","4.380621","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"2655","4.483797","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"2692","4.585724","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"2737","4.687862","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"2810","4.788276","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"2844","4.890118","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"2882","4.995916","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"2934","5.097435","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"2979","5.197882","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"3029","5.299584","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3071","5.403438","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3106","5.506896","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3155","5.607475","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"3196","5.709783","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"3252","5.811397","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3289","5.914676","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"3325","6.016496","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3361","6.118655","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"3380","6.223059","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3434","6.326712","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3463","6.430317","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"3492","6.529094","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"3537","6.635041","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"3574","6.734855","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"3608","6.837762","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3641","6.937413","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3667","7.041875","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3695","7.143565","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3742","7.245712","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3778","7.352573","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3810","7.450937","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3849","7.562922","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3871","7.655497","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"3918","7.757950","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"3959","7.861288","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"4008","7.962826","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4027","8.033944","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4028","8.033947","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4029","8.033950","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4030","8.035114","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"4040","8.065332","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4045","8.066694","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"4046","8.068228","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4047","8.068230","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4048","8.068233","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"4067","8.116591","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4068","8.117773","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4069","8.119063","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4070","8.120522","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4090","8.143028","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4091","8.143032","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4092","8.143035","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-29 dBm","6"
"4093","8.145917","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-28 dBm","6"
"4133","8.271394","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"4175","8.372689","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"4203","8.475330","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"4237","8.579090","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"4283","8.678857","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"4313","8.782065","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"4358","8.884398","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4390","8.943780","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"4391","8.945475","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"4392","8.945480","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm","6"
"4393","8.946821","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-28 dBm","6"
"4411","8.986015","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4451","9.090450","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4488","9.194635","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"4535","9.293325","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"4579","9.400212","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4620","9.500566","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4669","9.603462","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"4758","9.702957","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"4827","9.806991","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"4865","9.908328","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"4923","10.011623","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"5005","10.215948","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"5039","10.320102","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"5049","10.360064","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-26 dBm","6"
"5051","10.360070","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-26 dBm","6"
"5052","10.361146","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-26 dBm","6"
"5053","10.366122","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-26 dBm","6"
"5068","10.385148","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-26 dBm","6"
"5070","10.385153","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-26 dBm","6"
"5071","10.386796","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-26 dBm","6"
"5162","10.627387","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"5194","10.729482","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"5235","10.833533","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm","6.5"
"5287","10.931617","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"5336","11.036706","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"5404","11.240450","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"5444","11.342008","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"5477","11.446234","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"5520","11.554034","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"5552","11.651547","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"5589","11.754926","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"5624","11.856238","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"5651","11.958951","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"5683","12.058461","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"5720","12.163132","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"5779","12.265440","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"5846","12.365500","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"5894","12.467612","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"5933","12.570965","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"5985","12.672475","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"6038","12.777670","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6064","12.879874","Commscope_23:24:6c","Broadcast","802.11","287","-82 dBm","6.5"
"6105","12.980044","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6127","13.082464","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6160","13.187117","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6192","13.289628","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6250","13.492569","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6284","13.603243","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6326","13.699464","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6346","13.744608","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm","6"
"6347","13.744611","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-27 dBm","6"
"6349","13.744618","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-27 dBm","6"
"6350","13.744896","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-26 dBm","6"
"6372","13.801761","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6418","13.905870","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6463","14.004487","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6497","14.108596","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"6550","14.208395","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"6596","14.313522","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"6654","14.416616","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"6731","14.621388","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"6803","14.721833","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6865","14.822756","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6901","14.927890","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"6939","15.028496","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"6985","15.130715","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"6991","15.152789","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"6992","15.152793","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"6993","15.152796","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"6994","15.152798","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-27 dBm","6"
"7021","15.232608","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7063","15.342469","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7112","15.438177","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7161","15.545538","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7187","15.642878","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7227","15.746165","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7268","15.851473","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"7298","15.950816","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"7300","15.951879","Commscope_23:24:6c","b6:e7:39:00:cf:61","802.11","387","-29 dBm","6"
"7334","16.055664","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"7365","16.156682","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7394","16.259398","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm","6.5"
"7433","16.361698","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"7467","16.462108","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"7503","16.565586","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"7533","16.668276","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7565","16.769321","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7597","16.871708","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7692","17.076615","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7730","17.178923","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7773","17.284826","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7820","17.383757","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7853","17.486268","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7883","17.588561","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"7926","17.690677","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"7962","17.793386","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8000","17.894513","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8052","17.999276","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"8059","18.018013","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8060","18.018016","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8061","18.018020","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8062","18.018023","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8067","18.034569","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8068","18.034574","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"8069","18.034578","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-27 dBm","6"
"8070","18.035767","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8097","18.100490","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"8110","18.116534","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8111","18.117722","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8112","18.117725","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8113","18.118843","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-26 dBm","6"
"8143","18.202986","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"8184","18.313246","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8230","18.408705","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8271","18.510147","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8323","18.615560","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8366","18.718470","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8434","18.819008","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8488","18.919735","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm","6.5"
"8509","18.943170","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-24 dBm","6"
"8510","18.944429","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-25 dBm","6"
"8512","18.945847","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-24 dBm","6"
"8513","18.945852","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-26 dBm","6"
"8547","19.029345","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm","6.5"
"8596","19.124532","Commscope_23:24:6c","Broadcast","802.11","287","-24 dBm","6.5"
"8644","19.231241","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"8683","19.330143","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8728","19.435951","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8739","19.483049","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-25 dBm","6"
"8740","19.483055","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-26 dBm","6"
"8741","19.483057","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-25 dBm","6"
"8742","19.483128","Commscope_23:24:6c","VantivaUSA_fe:94:cd","802.11","387","-25 dBm","6"
"8751","19.535993","Commscope_23:24:6c","Broadcast","802.11","287","-25 dBm","6.5"
"8782","19.639366","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8797","19.689648","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm","6"
"8798","19.689737","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm","6"
"8799","19.689741","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-26 dBm","6"
"8800","19.690332","Commscope_23:24:6c","VantivaUSA_3c:54:73","802.11","387","-27 dBm","6"
"8829","19.739064","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"8866","19.840238","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"8886","19.945638","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"8900","19.983134","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"8901","19.983137","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"8902","19.984735","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"8903","19.984739","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-27 dBm","6"
"8947","20.149498","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"8956","20.170299","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"8957","20.170393","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"8958","20.170397","Commscope_23:24:6c","VantivaUSA_34:38:0a","802.11","387","-28 dBm","6"
"8986","20.250186","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9013","20.352497","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9027","20.397804","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-29 dBm","6"
"9028","20.397812","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-29 dBm","6"
"9029","20.397814","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-29 dBm","6"
"9030","20.397857","Commscope_23:24:6c","VantivaUSA_21:c1:b7","802.11","387","-28 dBm","6"
"9059","20.441409","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-29 dBm","6"
"9093","20.557299","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"9119","20.663266","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9168","20.765652","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"9208","20.864327","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9267","20.967009","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"9307","21.069575","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9347","21.173866","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"9385","21.274427","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"9427","21.381037","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm","6.5"
"9460","21.479836","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"9499","21.582682","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"9551","21.687438","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"9618","21.787266","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"9640","21.825047","Commscope_23:24:6c","1a:a8:48:ea:8b:07","802.11","387","-29 dBm","6"
"9661","21.846976","Commscope_23:24:6c","1a:a8:48:ea:8b:07","802.11","387","-29 dBm","6"
"9676","21.890583","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9708","21.990726","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"9747","22.096113","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"9823","22.299076","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"9865","22.403392","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"9877","22.449397","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-30 dBm","6"
"9908","22.506829","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"9939","22.613329","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"10010","22.811210","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"10054","22.913414","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"10085","23.019394","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-37 dBm","6"
"10086","23.019398","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"10123","23.117829","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
