"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)"
"21714","64.852727","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"21763","64.954154","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"21828","65.059026","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"21863","65.163026","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"21894","65.262741","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"21924","65.364695","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"21964","65.466860","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22053","65.670819","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"22092","65.785166","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"22145","65.879674","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22172","65.982770","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22201","66.084458","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22220","66.137799","Commscope_23:24:6c","0e:0d:90:36:84:b3","802.11","387","-32 dBm"
"22221","66.137802","Commscope_23:24:6c","0e:0d:90:36:84:b3","802.11","387","-31 dBm"
"22222","66.137804","Commscope_23:24:6c","0e:0d:90:36:84:b3","802.11","387","-31 dBm"
"22223","66.138873","Commscope_23:24:6c","0e:0d:90:36:84:b3","802.11","387","-31 dBm"
"22242","66.187021","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"22255","66.210205","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-33 dBm"
"22256","66.212754","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm"
"22262","66.214167","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm"
"22263","66.215602","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-33 dBm"
"22304","66.287193","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22356","66.391267","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22395","66.490254","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22421","66.592385","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22464","66.698449","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"22515","66.797469","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"22549","66.905421","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"22587","67.014835","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22615","67.104394","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22644","67.206884","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22679","67.309282","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22721","67.414634","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22760","67.514141","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"22795","67.619554","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22828","67.722484","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"22871","67.821329","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"22905","67.923532","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"22944","68.026305","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"22985","68.128404","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"23015","68.230898","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"23047","68.334001","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23093","68.439937","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23135","68.541930","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"23177","68.643847","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23221","68.743587","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23269","68.848618","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"23324","69.057909","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23364","69.153040","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"23406","69.255106","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23524","69.459852","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23578","69.597209","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23579","69.597214","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-30 dBm"
"23580","69.597302","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23581","69.597308","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm"
"23591","69.629486","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23592","69.629491","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm"
"23593","69.629494","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23594","69.629499","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23626","69.666113","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23628","69.672094","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm"
"23629","69.672102","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23631","69.672736","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm"
"23632","69.672739","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-31 dBm"
"23681","69.770239","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"23734","69.869067","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"23771","69.976116","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23805","70.074173","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23851","70.180773","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"23892","70.278822","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"23974","70.382758","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"24030","70.486165","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"24070","70.586266","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"24094","70.696368","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"24129","70.799620","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"24158","70.893512","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"24203","70.998166","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"24273","71.201994","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"24307","71.304660","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"24351","71.406759","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"24375","71.441817","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm"
"24376","71.441824","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm"
"24380","71.443126","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm"
"24381","71.445588","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm"
"24403","71.513670","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"24438","71.610099","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"24484","71.714178","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"24512","71.824729","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"24546","71.920876","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm"
"24656","72.122762","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"24669","72.147106","Commscope_23:24:6c","VantivaUSA_80:25:f0","802.11","387","0 dBm"
"24687","72.228764","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm"
"24719","72.298227","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-33 dBm"
"24720","72.298234","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-33 dBm"
"24721","72.298239","Commscope_23:24:6c","VantivaUSA_b8:2c:66","802.11","387","-33 dBm"
"24740","72.329677","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm"
"24770","72.433842","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"24815","72.532565","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"24895","72.739071","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"24924","72.838857","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm"
"24952","72.909579","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-36 dBm"
"24953","72.909585","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-35 dBm"
"24954","72.910898","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-34 dBm"
"24956","72.910908","Commscope_23:24:6c","VantivaUSA_ac:69:7e","802.11","387","-36 dBm"
"24976","72.944655","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm"
"25012","73.048044","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"25017","73.073649","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-34 dBm"
"25018","73.073654","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm"
"25019","73.073734","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-34 dBm"
"25027","73.094982","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-34 dBm"
"25028","73.094989","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-34 dBm"
"25029","73.094993","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-35 dBm"
"25030","73.095099","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-33 dBm"
"25041","73.145669","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"25080","73.249152","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm"
"25154","73.454005","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"25191","73.555849","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm"
"25270","73.764997","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"25316","73.862915","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"25353","73.967430","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"25412","74.071037","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"25441","74.171739","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"25470","74.276488","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"25517","74.377446","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"25593","74.582415","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"25629","74.682668","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"25652","74.784499","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"25686","74.886893","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"25715","74.986847","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-40 dBm"
"25716","74.989323","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-40 dBm"
"25717","74.991597","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-39 dBm"
"25721","74.991611","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"25722","74.991614","Commscope_23:24:6c","Commscope_71:86:02","802.11","387","-40 dBm"
"25758","75.094628","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"25797","75.197696","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"25828","75.300348","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"25869","75.399146","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"25902","75.502877","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"25941","75.607663","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"25968","75.706018","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"26013","75.809185","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26095","76.013443","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"26181","76.222014","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-42 dBm"
"26182","76.223222","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-42 dBm"
"26183","76.223226","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-42 dBm"
"26184","76.224427","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-42 dBm"
"26250","76.425524","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm"
"26278","76.527811","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"26307","76.630294","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"26335","76.730788","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26376","76.834095","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"26430","76.936560","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"26470","77.040682","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"26500","77.141349","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"26526","77.245521","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"26558","77.344625","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"26582","77.448613","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"26610","77.551835","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"26647","77.651686","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26678","77.758622","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26698","77.856931","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26739","77.972306","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26769","78.061573","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26802","78.163885","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"26835","78.269672","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26867","78.368486","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-40 dBm"
"26868","78.368493","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm"
"26869","78.368496","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-40 dBm"
"26870","78.369189","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-40 dBm"
"26871","78.369195","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26876","78.384099","Commscope_23:24:6c","62:1b:d7:4b:87:31","802.11","387","-40 dBm"
"26877","78.384104","Commscope_23:24:6c","62:1b:d7:4b:87:31","802.11","387","-40 dBm"
"26878","78.384108","Commscope_23:24:6c","62:1b:d7:4b:87:31","802.11","387","-39 dBm"
"26879","78.384112","Commscope_23:24:6c","62:1b:d7:4b:87:31","802.11","387","-40 dBm"
"26891","78.431817","Commscope_23:24:6c","fe:e2:e0:c8:a7:cc","802.11","387","-40 dBm"
"26909","78.475218","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"26948","78.573528","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"26979","78.678199","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27013","78.781216","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"27041","78.883912","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"27072","78.982404","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27135","79.192674","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"27169","79.294359","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27197","79.392021","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27231","79.494784","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27274","79.599431","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27275","79.604500","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-42 dBm"
"27276","79.604507","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-41 dBm"
"27277","79.604511","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-42 dBm"
"27290","79.632507","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-42 dBm"
"27294","79.647802","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-41 dBm"
"27295","79.647808","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-43 dBm"
"27296","79.647812","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-42 dBm"
"27298","79.653898","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-42 dBm"
"27305","79.704320","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27327","79.805512","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27389","80.010243","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27420","80.112699","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm"
"27487","80.317845","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27522","80.419416","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27599","80.621337","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27637","80.723731","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27658","80.829673","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27680","80.932369","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"27700","81.036586","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"27733","81.137691","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"27760","81.239818","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"27790","81.338119","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"27847","81.441237","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"27850","81.447574","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","0 dBm"
"27851","81.447577","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","0 dBm"
"27852","81.447580","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","0 dBm"
"27853","81.447671","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","0 dBm"
"27877","81.547210","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"27894","81.646950","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"27930","81.748009","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"27959","81.825668","Commscope_23:24:6c","da:a5:95:c3:04:22","802.11","387","0 dBm"
"27961","81.826015","Commscope_23:24:6c","da:a5:95:c3:04:22","802.11","387","-42 dBm"
"27962","81.826017","Commscope_23:24:6c","da:a5:95:c3:04:22","802.11","387","-40 dBm"
"27969","81.854485","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"27994","81.954253","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28021","82.057862","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28093","82.260430","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28115","82.366447","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28142","82.464832","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28174","82.570025","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"28225","82.774671","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28253","82.874524","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"28263","82.914379","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-40 dBm"
"28272","82.945562","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","0 dBm"
"28273","82.945660","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","0 dBm"
"28287","82.977341","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"28324","83.078876","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"28348","83.182457","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"28373","83.285942","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"28401","83.387932","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"28432","83.495718","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"28458","83.594765","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"28524","83.799736","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"28551","83.898020","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"28579","84.004420","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"28612","84.103263","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"28638","84.208738","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm"
"28693","84.411841","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"28717","84.515741","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"28747","84.614508","Commscope_23:24:6c","Broadcast","802.11","287","-41 dBm"
"28765","84.662143","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","0 dBm"
"28788","84.719706","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"28789","84.719709","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28791","84.719713","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28792","84.719716","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28793","84.719719","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28804","84.737874","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28806","84.743310","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28808","84.743318","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28809","84.743323","Commscope_23:24:6c","4a:75:5c:3d:1d:e0","802.11","387","-40 dBm"
"28849","84.819454","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"28882","84.925560","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"28925","85.026229","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"28960","85.126911","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"28995","85.229387","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29025","85.335637","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"29052","85.438748","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"29085","85.536853","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"29111","85.638945","Commscope_23:24:6c","Broadcast","802.11","287","-37 dBm"
"29193","85.847797","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"29236","85.946041","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"29262","86.048551","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"29307","86.151308","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm"
"29334","86.221426","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-39 dBm"
"29336","86.222603","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm"
"29337","86.222609","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm"
"29338","86.223778","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm"
"29343","86.236329","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm"
"29344","86.236336","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm"
"29345","86.236345","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-36 dBm"
"29347","86.236350","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-38 dBm"
"29385","86.356599","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29412","86.460753","Commscope_23:24:6c","Broadcast","802.11","287","0 dBm"
"29442","86.562286","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29796","87.587216","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29805","87.603300","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm"
"29807","87.603612","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm"
"29809","87.613451","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm"
"29813","87.623827","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-39 dBm"
"29829","87.686939","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29858","87.792479","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29894","87.892571","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29919","88.005630","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29951","88.100718","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"29982","88.202693","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"30023","88.301502","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"30074","88.404117","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"30102","88.505831","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"30132","88.613115","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30161","88.710524","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"30194","88.813286","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30226","88.920352","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30255","89.021847","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30291","89.122114","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm"
"30316","89.187332","Commscope_23:24:6c","42:aa:42:f6:a8:a2","802.11","387","-46 dBm"
"30317","89.187978","Commscope_23:24:6c","42:aa:42:f6:a8:a2","802.11","387","-45 dBm"
"30318","89.187981","Commscope_23:24:6c","42:aa:42:f6:a8:a2","802.11","387","-45 dBm"
"30319","89.187984","Commscope_23:24:6c","42:aa:42:f6:a8:a2","802.11","387","-45 dBm"
"30331","89.222943","Commscope_23:24:6c","Broadcast","802.11","287","-44 dBm"
"30360","89.326279","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30422","89.427791","Commscope_23:24:6c","Broadcast","802.11","287","-39 dBm"
"30458","89.535866","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30485","89.636931","Commscope_23:24:6c","Broadcast","802.11","287","-42 dBm"
"30533","89.734877","Commscope_23:24:6c","Broadcast","802.11","287","-40 dBm"
"30595","89.939816","Commscope_23:24:6c","Broadcast","802.11","287","-43 dBm"
